index,word,weight,number_of_words
5558,jutekin,-5.0,1.0
5559,merasuk,-3.0,1.0
5560,berkelok-kelok,-2.0,1.0
5561,huhuu,-4.0,1.0
5562,belenggu,-3.0,1.0
5563,merebak,-3.0,1.0
5564,meledak,-4.0,1.0
5565,hayoloh,-3.0,1.0
5566,bisikan,-2.0,1.0
5567,melembung,-3.0,1.0
5568,mengecerkan,-2.0,1.0
5569,bagal,-3.0,1.0
5570,anjlok,-4.0,1.0
5571,haters,-5.0,1.0
5572,gosah,-3.0,1.0
5573,bandar,-4.0,1.0
5574,berdosa,-4.0,1.0
5575,kgk,-3.0,1.0
5576,nyiksa,-4.0,1.0
5577,maho,-4.0,1.0
5578,compeng,-4.0,1.0
5579,ciplak,-3.0,1.0
5580,mengalah,-2.0,1.0
5581,cabul,-5.0,1.0
5582,berkurangan,-3.0,1.0
5583,gelagap,-2.0,1.0
5584,pengganggu,-4.0,1.0
5585,nyali,-3.0,1.0
5586,biang keladi,-4.0,2.0
5587,gembul,-3.0,1.0
5588,betina,-2.0,1.0
5589,konyol,-3.0,1.0
5590,cengeng,-4.0,1.0
5591,beraduk,-3.0,1.0
5592,ngancem,-4.0,1.0
5593,menggores,-3.0,1.0
5594,elak,-3.0,1.0
5595,mengganjari,-3.0,1.0
5596,murahan,-4.0,1.0
5597,pedofil,-5.0,1.0
5598,sebarang,-2.0,1.0
5599,ngetawain,-4.0,1.0
5600,ragu,-3.0,1.0
5601,gone,-2.0,1.0
5602,pedih,-4.0,1.0
5603,sangka,-3.0,1.0
5604,suudzon,-4.0,1.0
5605,pencucuk,-3.0,1.0
5606,golek,-1.0,1.0
5607,pelayan,-2.0,1.0
5608,diare,-4.0,1.0
5609,berlelehan,-3.0,1.0
5610,berbakat,-1.0,1.0
5611,berat telinga,-3.0,2.0
5612,mengada,-3.0,1.0
5613,mendingan,-3.0,1.0
5614,ugal-ugalan,-2.0,1.0
5615,ngestalk,-4.0,1.0
5616,curiga,-4.0,1.0
5617,begitu saja,-2.0,2.0
5618,bersatu,-1.0,1.0
5619,memeluk,-1.0,1.0
5620,faedahnya,-1.0,1.0
5621,petaka,-4.0,1.0
5622,masygul,-2.0,1.0
5623,jatohnya,-1.0,1.0
5624,kasih,-1.0,1.0
5625,terpelecok,-3.0,1.0
5626,benguk,-2.0,1.0
5627,semangatin,-1.0,1.0
5628,ringkih,-4.0,1.0
5629,liat,-1.0,1.0
5630,timpa,-3.0,1.0
5631,rasuk,-3.0,1.0
5632,sunu,-2.0,1.0
5633,hati,-2.0,1.0
5634,tunggang,-1.0,1.0
5635,kata,-1.0,1.0
5636,guling,-3.0,1.0
5637,turun,-3.0,1.0
5638,singkir,-5.0,1.0
5639,damprat,-4.0,1.0
5640,ingkar,-4.0,1.0
5641,aur,-3.0,1.0
5642,adang,-3.0,1.0
5643,keroyok,-4.0,1.0
5644,rem,-5.0,1.0
5645,siapa,-2.0,1.0
5646,jelek,-5.0,1.0
5647,rusak,-4.0,1.0
5648,pesona,-1.0,1.0
5649,pencet,-2.0,1.0
5650,perkara,-4.0,1.0
5651,anggur,-4.0,1.0
5652,darah dingin,-4.0,2.0
5653,remuk,-4.0,1.0
5654,mahir,-1.0,1.0
5655,tangkap tangan,-4.0,2.0
5656,kabung,-5.0,1.0
5657,pasuk,-3.0,1.0
5658,khianat,-4.0,1.0
5659,kutil,-4.0,1.0
5660,dapat,-2.0,1.0
5661,kelakar,-4.0,1.0
5662,renti,-3.0,1.0
5663,cecer,-3.0,1.0
5664,poko,-2.0,1.0
5665,belah,-5.0,1.0
5666,nang,-5.0,1.0
5667,usil,-3.0,1.0
5668,usir,-4.0,1.0
5669,amuk,-5.0,1.0
5670,hidu,-1.0,1.0
5671,bain,-2.0,1.0
5672,buang nyawa,-5.0,2.0
5673,pukau,-1.0,1.0
5674,sapu,-3.0,1.0
5675,otot,-4.0,1.0
5676,cela,-4.0,1.0
5677,sayang,-3.0,1.0
5678,jahat,-4.0,1.0
5679,remeh,-5.0,1.0
5680,mudah,-1.0,1.0
5681,neng,-1.0,1.0
5682,mula,-3.0,1.0
5683,palit,-3.0,1.0
5684,keluar,-3.0,1.0
5685,tamat riwayat,-3.0,2.0
5686,selusur,-3.0,1.0
5687,aku,-1.0,1.0
5688,hilang,-4.0,1.0
5689,bom,-1.0,1.0
5690,celampak,-3.0,1.0
5691,kerubung,-3.0,1.0
5692,bangan,-3.0,1.0
5693,sentuh asa,-1.0,2.0
5694,cengkerama,-2.0,1.0
5695,tau,-4.0,1.0
5696,curat,-1.0,1.0
5697,enak,-4.0,1.0
5698,gubris,-2.0,1.0
5699,masuk,-3.0,1.0
5700,kayak,-3.0,1.0
5701,buruk,-5.0,1.0
5702,api,-2.0,1.0
5703,caplok,-3.0,1.0
5704,pihak,-3.0,1.0
5705,apa,-3.0,1.0
5706,cebik,-3.0,1.0
5707,kesi,-3.0,1.0
5708,anda,-1.0,1.0
5709,ekspos,-4.0,1.0
5710,lutut,-2.0,1.0
5711,suara,-1.0,1.0
5712,dalih,-4.0,1.0
5713,apas,-3.0,1.0
5714,hilang ingat,-4.0,2.0
5715,desir,-2.0,1.0
5716,hendak,-1.0,1.0
5717,kusut,-4.0,1.0
5718,menung,-3.0,1.0
5719,wara,-3.0,1.0
5720,keruh,-4.0,1.0
5721,gampang,-3.0,1.0
5722,sengal,-4.0,1.0
5723,kerumit,-5.0,1.0
5724,tugas,-1.0,1.0
5725,salah,-4.0,1.0
5726,sekongkol,-4.0,1.0
5727,ancam,-4.0,1.0
5728,nyata,-2.0,1.0
5729,ganggu jiwa,-4.0,2.0
5730,kerut,-2.0,1.0
5731,heran,-3.0,1.0
5732,jatuh,-3.0,1.0
5733,jalan bebas hambat,-1.0,3.0
5734,uar,-3.0,1.0
5735,sanding,-2.0,1.0
5736,tantang,-4.0,1.0
5737,dengu,-3.0,1.0
5738,loloh,-3.0,1.0
5739,geger,-3.0,1.0
5740,gede,-2.0,1.0
5741,sir,-2.0,1.0
5742,peleset,-4.0,1.0
5743,banding,-3.0,1.0
5744,kecil,-3.0,1.0
5745,tumpu,-3.0,1.0
5746,jepit,-4.0,1.0
5747,gulir,-3.0,1.0
5748,panik,-4.0,1.0
5749,malang,-5.0,1.0
5750,leceh,-5.0,1.0
5751,mau,-1.0,1.0
5752,gantung,-3.0,1.0
5753,tekuk lutut,-3.0,2.0
5754,surat takdir,-3.0,2.0
5755,prasangka,-3.0,1.0
5756,lama,-4.0,1.0
5757,suci,-1.0,1.0
5758,lesit,-1.0,1.0
5759,rebak,-3.0,1.0
5760,satu,-1.0,1.0
5761,susah,-3.0,1.0
5762,balik,-3.0,1.0
5763,lancar,-2.0,1.0
5764,kobar,-2.0,1.0
5765,tunggu,-2.0,1.0
5766,ikut,-3.0,1.0
5767,kompor,-4.0,1.0
5768,celah,-3.0,1.0
5769,junjung,-2.0,1.0
5770,bopong,-3.0,1.0
5771,aduk,-3.0,1.0
5772,gelicik,-3.0,1.0
5773,mutu,-1.0,1.0
5774,tangkis,-3.0,1.0
5775,itu,-2.0,1.0
5776,lumat,-4.0,1.0
5777,henti tugas,-2.0,2.0
5778,jambret,-5.0,1.0
5779,jelma,-3.0,1.0
5780,maklum,-2.0,1.0
5781,muram durja,-5.0,2.0
5782,main,-2.0,1.0
5783,empas,-3.0,1.0
5784,bual,-4.0,1.0
5785,ratap,-3.0,1.0
5786,gaco,-2.0,1.0
5787,sayat,-4.0,1.0
5788,kagum,-1.0,1.0
5789,ingat,-3.0,1.0
5790,dah,-3.0,1.0
5791,putih tulang,-2.0,2.0
5792,lorot,-4.0,1.0
5793,pisah,-3.0,1.0
5794,sodok,-3.0,1.0
5795,cibir,-5.0,1.0
5796,meni,-2.0,1.0
5797,lanjur,-3.0,1.0
5798,lupa diri,-3.0,2.0
5799,lucu,-2.0,1.0
5800,sohor,-1.0,1.0
5801,perenyak,-4.0,1.0
5802,tanda,-2.0,1.0
5803,batu,-2.0,1.0
5804,simpan,-3.0,1.0
5805,keri,-4.0,1.0
5806,heboh,-3.0,1.0
5807,pergok,-5.0,1.0
5808,erti,-2.0,1.0
5809,ketar,-3.0,1.0
5810,samping,-4.0,1.0
5811,ringan,-1.0,1.0
5812,cocok,-3.0,1.0
5813,album,-2.0,1.0
5814,tinggal,-3.0,1.0
5815,tagih,-3.0,1.0
5816,nyala,-2.0,1.0
5817,sidang,-3.0,1.0
5818,mata,-2.0,1.0
5819,lain,-4.0,1.0
5820,cetus,-1.0,1.0
5821,sampah,-4.0,1.0
5822,rampas,-4.0,1.0
5823,keras hati,-3.0,2.0
5824,sanggama,-2.0,1.0
5825,rogoh,-3.0,1.0
5826,tenang,-1.0,1.0
5827,rogok,-3.0,1.0
5828,buang,-3.0,1.0
5829,prediksi,-1.0,1.0
5830,asa,-2.0,1.0
5831,cari,-3.0,1.0
5832,diri,-1.0,1.0
5833,umur,-2.0,1.0
5834,duga,-1.0,1.0
5835,cair,-1.0,1.0
5836,recok,-3.0,1.0
5837,isu,-1.0,1.0
5838,galak panas,-3.0,2.0
5839,sungkap,-3.0,1.0
5840,ecer,-2.0,1.0
5841,mungut,-2.0,1.0
5842,tumpah hati,-3.0,2.0
5843,rang,-3.0,1.0
5844,hina rendah,-3.0,2.0
5845,gugur,-3.0,1.0
5846,pacul,-4.0,1.0
5847,baiat,-3.0,1.0
5848,lembung,-3.0,1.0
5849,kapah,-2.0,1.0
5850,gusar,-3.0,1.0
5851,surup,-5.0,1.0
5852,isap jempol,-3.0,2.0
5853,cerca,-4.0,1.0
5854,tata,-2.0,1.0
5855,sisih,-2.0,1.0
5856,sial,-5.0,1.0
5857,gentar,-4.0,1.0
5858,sangkut,-4.0,1.0
5859,susah hati,-5.0,2.0
5860,alam,-1.0,1.0
5861,tumbuk,-3.0,1.0
5862,pengaruh,-2.0,1.0
5863,halang,-3.0,1.0
5864,rusuh,-4.0,1.0
5865,tilap,-4.0,1.0
5866,cangkum,-3.0,1.0
5867,onar,-5.0,1.0
5868,panggil,-1.0,1.0
5869,rundung,-4.0,1.0
5870,jilat,-3.0,1.0
5871,tanggung,-2.0,1.0
5872,ana,-3.0,1.0
5873,rugi,-5.0,1.0
5874,gempar,-2.0,1.0
5875,gerombol,-4.0,1.0
5876,colong,-5.0,1.0
5877,tertib,-2.0,1.0
5878,tuntun,-2.0,1.0
5879,hukum,-3.0,1.0
5880,idam,-2.0,1.0
5881,gelingsir,-3.0,1.0
5882,soal,-1.0,1.0
5883,catut,-3.0,1.0
5884,suka,-1.0,1.0
5885,cumbu,-3.0,1.0
5886,gonggong anjing,-3.0,2.0
5887,kaya,-2.0,1.0
5888,kandut,-3.0,1.0
5889,rantai,-3.0,1.0
5890,keji,-5.0,1.0
5891,tebak,-2.0,1.0
5892,tumpuk,-4.0,1.0
5893,rajam,-5.0,1.0
5894,sendiri,-3.0,1.0
5895,pelanting,-3.0,1.0
5896,tinggi,-2.0,1.0
5897,tebat,-3.0,1.0
5898,ceria,-1.0,1.0
5899,kecamuk,-4.0,1.0
5900,bejat,-5.0,1.0
5901,pegang,-2.0,1.0
5902,tidur,-3.0,1.0
5903,pemuda,-1.0,1.0
5904,larang,-3.0,1.0
5905,rangsang,-3.0,1.0
5906,tembok,-1.0,1.0
5907,menang,-5.0,1.0
5908,baik,-1.0,1.0
5909,gadang,-4.0,1.0
5910,kelok,-2.0,1.0
5911,kenang,-2.0,1.0
5912,ledak,-4.0,1.0
5913,kuat duga,-2.0,2.0
5915,cebur,-5.0,1.0
5916,abai,-3.0,1.0
5917,serang,-4.0,1.0
5918,gores,-3.0,1.0
5919,rongsok,-3.0,1.0
5920,tindik,-3.0,1.0
5921,luka,-5.0,1.0
5922,jangan,-3.0,1.0
5923,bunyi,-1.0,1.0
5924,kerak,-2.0,1.0
5925,bekap,-3.0,1.0
5926,bekas,-3.0,1.0
5927,kesima,-1.0,1.0
5928,pikul,-2.0,1.0
5929,ciut,-3.0,1.0
5930,kereta,-4.0,1.0
5931,santun,-2.0,1.0
5932,habis,-3.0,1.0
5933,layan,-2.0,1.0
5934,sundut,-3.0,1.0
5935,jadi,-2.0,1.0
5936,susut,-2.0,1.0
5937,gelincir,-3.0,1.0
5938,tajam,-2.0,1.0
5939,simpuh,-3.0,1.0
5940,bara,-3.0,1.0
5941,cemas,-3.0,1.0
5942,sunduk,-3.0,1.0
5943,kongkalikong,-4.0,1.0
5944,susup,-2.0,1.0
5945,campak,-4.0,1.0
5946,ganjar,-3.0,1.0
5947,babar,-1.0,1.0
5948,tembak,-5.0,1.0
5949,sembul,-3.0,1.0
5950,ken,-2.0,1.0
5951,tegur,-3.0,1.0
5952,latih,-2.0,1.0
5953,korek,-4.0,1.0
5954,yg tuan,-3.0,2.0
5955,lupa,-3.0,1.0
5956,alir udara,-1.0,2.0
5957,tegun,-3.0,1.0
5958,konspirasi,-4.0,1.0
5959,cinta,-1.0,1.0
5960,tekan mental,-4.0,2.0
5961,ganti,-3.0,1.0
5962,memang,-2.0,1.0
5963,tangkap,-3.0,1.0
5964,tutup mulut,-3.0,2.0
5965,gelanggang,-3.0,1.0
5966,nahas,-2.0,1.0
5967,gigil,-4.0,1.0
5968,ungkap,-3.0,1.0
5969,sambat,-3.0,1.0
5970,tanduk,-2.0,1.0
5971,cekak,-3.0,1.0
5972,lemah,-4.0,1.0
5973,nenes,-2.0,1.0
5974,cekau,-2.0,1.0
5975,ekang,-4.0,1.0
5976,prihatin,-3.0,1.0
5977,besit,-2.0,1.0
5978,jabat,-3.0,1.0
5979,dua,-3.0,1.0
5980,enteng,-2.0,1.0
5981,singgung,-5.0,1.0
5982,taat,-1.0,1.0
5983,busuk,-5.0,1.0
5984,tarik napas habis,-5.0,3.0
5985,semayam,-3.0,1.0
5986,potong,-2.0,1.0
5987,genang,-2.0,1.0
5988,hina aib,-4.0,2.0
5989,gejolak,-3.0,1.0
5990,hiruk,-4.0,1.0
5991,sengaja,-2.0,1.0
5992,takut,-4.0,1.0
5993,geleng,-3.0,1.0
5994,selulur,-2.0,1.0
5995,suap,-3.0,1.0
5996,sembarang,-4.0,1.0
5997,gelesot,-3.0,1.0
5998,kalang tanah,-2.0,2.0
5999,antem,-4.0,1.0
6000,tunas,-2.0,1.0
6001,gelap,-4.0,1.0
6002,menep,-3.0,1.0
6003,umpat,-4.0,1.0
6004,biak,-3.0,1.0
6005,biar,-3.0,1.0
6006,batas waktu,-3.0,2.0
6007,tetes,-3.0,1.0
6008,licin,-2.0,1.0
6009,maki,-5.0,1.0
6010,songsong,-2.0,1.0
6011,tusuk,-4.0,1.0
6012,sungkawa,-3.0,1.0
6013,dunia,-2.0,1.0
6014,faedah,-1.0,1.0
6015,ganyang,-4.0,1.0
6016,gerecok,-4.0,1.0
6017,umbar,-3.0,1.0
6018,telinga merah,-3.0,2.0
6019,sakit ingat,-4.0,2.0
6020,tolak,-4.0,1.0
6021,bandel,-5.0,1.0
6022,sepele,-4.0,1.0
6023,jarah,-4.0,1.0
6024,jarak,-3.0,1.0
6025,suntuk,-4.0,1.0
6026,gelora,-2.0,1.0
6027,aniaya,-4.0,1.0
6028,balas,-3.0,1.0
6029,banting,-3.0,1.0
6030,hayat,-2.0,1.0
6031,daif,-3.0,1.0
6032,lubang,-3.0,1.0
6033,dosa,-4.0,1.0
6034,tarik hati,-1.0,2.0
6035,ejek,-4.0,1.0
6036,jauh,-4.0,1.0
6037,goda,-3.0,1.0
6038,berangan,-3.0,1.0
6039,rampok,-5.0,1.0
6040,lendeh,-3.0,1.0
6041,parah,-5.0,1.0
6042,peranjat,-3.0,1.0
6043,nyanyi,-2.0,1.0
6044,getar,-3.0,1.0
6045,hina,-5.0,1.0
6046,geruh,-4.0,1.0
6047,ada,-3.0,1.0
6048,lalu dr dunia,-5.0,3.0
6049,elu,-2.0,1.0
6050,cucut,-3.0,1.0
6051,retek,-3.0,1.0
6052,kasi,-3.0,1.0
6053,jejal,-3.0,1.0
6054,cucuk,-3.0,1.0
6055,jedot,-4.0,1.0
6056,antisipasi,-1.0,1.0
6057,celaka,-5.0,1.0
6058,patung,-3.0,1.0
6059,sindir,-3.0,1.0
6060,geliat,-3.0,1.0
6061,mirip,-2.0,1.0
6062,alami,-3.0,1.0
6063,lepas,-2.0,1.0
6064,harap,-3.0,1.0
6065,comot,-4.0,1.0
6066,siksa,-5.0,1.0
6067,acak,-5.0,1.0
6068,sendu,-2.0,1.0
6069,acau,-4.0,1.0
6070,hempas,-4.0,1.0
6071,ganjil,-4.0,1.0
6072,derita,-5.0,1.0
6073,bantah,-3.0,1.0
6074,untung,-1.0,1.0
6075,sudah,-2.0,1.0
6076,hangus,-3.0,1.0
6077,ampas kopi,-2.0,2.0
6078,simbah,-3.0,1.0
6079,leleh,-3.0,1.0
6080,bidik,-2.0,1.0
6081,lari,-2.0,1.0
6082,sentuh,-2.0,1.0
6083,usai,-2.0,1.0
6084,dengung,-3.0,1.0
6085,cemplung,-4.0,1.0
6086,ribut,-4.0,1.0
6087,olok,-4.0,1.0
6088,kelir,-3.0,1.0
6089,buru,-3.0,1.0
6090,geluncur,-3.0,1.0
6091,bakat,-1.0,1.0
6092,musuh,-4.0,1.0
6093,pacar,-3.0,1.0
6094,cemerlang,-1.0,1.0
6095,bisu,-3.0,1.0
6096,rebut,-3.0,1.0
6097,tendensi,-3.0,1.0
6098,duka,-5.0,1.0
6099,gelecik,-4.0,1.0
6100,balik akal,-4.0,2.0
6101,mari,-1.0,1.0
6102,pelecok,-3.0,1.0
6103,bendung,-3.0,1.0
6104,makan,-1.0,1.0
6105,besar,-2.0,1.0
6106,tular,-4.0,1.0
6107,timbal,-2.0,1.0
6108,teduh,-2.0,1.0
6109,pokok,-3.0,1.0
6110,baca,-1.0,1.0
6111,cedera,-4.0,1.0
6112,maksud,-1.0,1.0
6113,lot,-5.0,1.0
6114,dahulu,-1.0,1.0
6115,ubah ingat,-3.0,2.0
6116,anjur,-2.0,1.0
6117,ramal,-2.0,1.0
6118,terka,-1.0,1.0
6119,jaga,-3.0,1.0
6120,ruwet,-4.0,1.0
6121,semangat,-1.0,1.0
6122,beri,-2.0,1.0
6123,mencak,-5.0,1.0
6124,seteru,-4.0,1.0
6125,aneh,-4.0,1.0
6126,lagi,-3.0,1.0
6127,tentang,-2.0,1.0
6128,tutup,-2.0,1.0
6129,lanyak,-3.0,1.0
6130,curu,-3.0,1.0
6131,tekan,-3.0,1.0
6132,nista,-5.0,1.0
6133,sumbat,-3.0,1.0
6134,tumpang tinggal,-4.0,2.0
6135,erik,-3.0,1.0
6136,beri uang,-2.0,2.0
6137,tahan,-2.0,1.0
6138,sembah,-2.0,1.0
6139,ubah akal,-2.0,2.0
6140,tip,-3.0,1.0
6141,tambat hati,-2.0,2.0
6142,ogah,-3.0,1.0
6143,panas,-3.0,1.0
6144,simpang,-4.0,1.0
6145,sunyi,-3.0,1.0
6146,indah,-2.0,1.0
6147,noda,-4.0,1.0
6148,langah,-3.0,1.0
6149,langau,-4.0,1.0
6150,taksir,-1.0,1.0
6151,beda,-2.0,1.0
6152,hambur,-3.0,1.0
6153,tangkap basah,-3.0,2.0
6154,bahagia,-1.0,1.0
6155,bisik,-2.0,1.0
6156,coret,-1.0,1.0
6157,ngaceng,-5.0,1.0
6158,jihat,-4.0,1.0
6159,mengarau,-4.0,1.0
6160,tubruk,-3.0,1.0
6161,lesap,-3.0,1.0
6162,mentransformasikan,-5.0,1.0
6163,gabung,-5.0,1.0
6164,gasak,-5.0,1.0
6165,maklumat,-3.0,1.0
6166,mengerut,-3.0,1.0
6167,inersia,-4.0,1.0
6168,lebur,-5.0,1.0
6169,senyampang,-4.0,1.0
6170,ayun,-3.0,1.0
6171,hadirin,-3.0,1.0
6172,pantang,-4.0,1.0
6173,porno,-5.0,1.0
6174,berkarut,-5.0,1.0
6175,tingkeb,-3.0,1.0
6176,bayi,-3.0,1.0
6177,empot-empotan,-5.0,1.0
6178,bergulir,-3.0,1.0
6179,lembu liar,-3.0,2.0
6180,kemandang,-3.0,1.0
6181,rantas,-3.0,1.0
6182,sambung,-3.0,1.0
6183,aus,-5.0,1.0
6184,menggulung,-4.0,1.0
6185,moyang,-4.0,1.0
6186,berang,-5.0,1.0
6187,singkil,-4.0,1.0
6188,deru,-3.0,1.0
6189,menumpuk,-3.0,1.0
6190,represi,-4.0,1.0
6191,distorsi,-4.0,1.0
6192,risi,-3.0,1.0
6193,semak hati,-5.0,2.0
6194,lintasan,-4.0,1.0
6195,petung,-3.0,1.0
6196,risa,-4.0,1.0
6197,benyot,-4.0,1.0
6198,bromocorah,-5.0,1.0
6199,medok,-3.0,1.0
6200,lencana,-3.0,1.0
6201,ekshibisi,-3.0,1.0
6202,dua kali,-3.0,2.0
6203,mengheningkan,-3.0,1.0
6204,melingkupi,-3.0,1.0
6205,menyegam,-4.0,1.0
6206,mencagil,-4.0,1.0
6207,memampat,-3.0,1.0
6208,mengkaji,-5.0,1.0
6209,gelogok,-3.0,1.0
6210,gapil mulut,-4.0,2.0
6211,penyudahan,-3.0,1.0
6212,selesma,-3.0,1.0
6213,pari-,-3.0,1.0
6214,khafi,-5.0,1.0
6215,melumangkan,-5.0,1.0
6216,beromong kosong,-4.0,2.0
6217,berkecandan,-4.0,1.0
6218,membasmi,-5.0,1.0
6219,memetuahkan,-3.0,1.0
6220,mencegat,-3.0,1.0
6221,pulsa,-3.0,1.0
6222,merancukan,-4.0,1.0
6223,berluruhan,-3.0,1.0
6224,titis,-3.0,1.0
6225,tersantet,-3.0,1.0
6226,unjuk rasa,-3.0,2.0
6227,ketupat bengkulu,-5.0,2.0
6228,tawar,-4.0,1.0
6229,cacatan,-5.0,1.0
6230,titik,-3.0,1.0
6231,ikhtiar,-4.0,1.0
6232,terpelekok,-3.0,1.0
6233,betung,-3.0,1.0
6234,membuang,-4.0,1.0
6235,menjauh,-3.0,1.0
6236,berganda,-3.0,1.0
6237,beranjak,-3.0,1.0
6238,menyulam,-5.0,1.0
6239,bengal,-4.0,1.0
6240,serius,-5.0,1.0
6241,kusut hati,-5.0,2.0
6242,memupus,-5.0,1.0
6243,kaitan,-4.0,1.0
6244,barua,-5.0,1.0
6245,merobek,-4.0,1.0
6246,judes,-4.0,1.0
6247,belembang,-5.0,1.0
6248,betas,-3.0,1.0
6249,madat,-3.0,1.0
6250,sensasi,-5.0,1.0
6251,sandung,-5.0,1.0
6252,catak,-4.0,1.0
6253,interlokusi,-3.0,1.0
6254,rongseng,-4.0,1.0
6255,baya,-4.0,1.0
6256,merinin,-3.0,1.0
6257,tempo,-4.0,1.0
6258,cacing kalung,-4.0,2.0
6259,kemakmuran,-3.0,1.0
6260,tertular,-4.0,1.0
6261,borok,-5.0,1.0
6262,kentara,-3.0,1.0
6263,restan,-3.0,1.0
6264,menoleransi,-3.0,1.0
6265,mencaci,-5.0,1.0
6266,pati,-5.0,1.0
6267,mamah,-4.0,1.0
6268,mendorong,-4.0,1.0
6269,pancakara,-4.0,1.0
6270,mempertenggangkan,-3.0,1.0
6271,hunjam,-4.0,1.0
6272,angkat tangan,-5.0,2.0
6273,sumbang,-4.0,1.0
6274,kehangatan,-4.0,1.0
6275,cekuh,-3.0,1.0
6276,forum,-3.0,1.0
6277,anjing tanah,-5.0,2.0
6278,juang,-3.0,1.0
6279,dering,-3.0,1.0
6280,mentok,-5.0,1.0
6281,jendala,-5.0,1.0
6282,puyeng,-4.0,1.0
6283,kelesa,-4.0,1.0
6284,bertambah,-5.0,1.0
6285,kerdak,-4.0,1.0
6286,menggelabur,-5.0,1.0
6287,penuturan,-3.0,1.0
6288,pemalak,-5.0,1.0
6289,rapat,-3.0,1.0
6290,fasid,-5.0,1.0
6291,celoteh,-4.0,1.0
6292,membalik belakang,-5.0,2.0
6293,berselang,-3.0,1.0
6294,tais,-3.0,1.0
6295,kelasah-kelusuh,-5.0,1.0
6296,orang-orangan,-3.0,1.0
6297,gencet,-5.0,1.0
6298,termuat,-3.0,1.0
6299,membersihkan,-5.0,1.0
6300,mewalakkan,-5.0,1.0
6301,unit,-4.0,1.0
6302,menjaga,-3.0,1.0
6303,anjungan,-3.0,1.0
6304,tahi angin,-4.0,2.0
6305,kerekau,-3.0,1.0
6306,musir,-4.0,1.0
6307,saran,-3.0,1.0
6308,melarang,-3.0,1.0
6309,merangkum,-3.0,1.0
6310,merangkul,-3.0,1.0
6311,orang bunian,-4.0,2.0
6312,merintangi,-4.0,1.0
6313,merangkup,-3.0,1.0
6314,merangkus,-4.0,1.0
6315,mengabdi,-3.0,1.0
6316,bersesak-sesak,-3.0,1.0
6317,membohong,-4.0,1.0
6318,karut,-5.0,1.0
6319,prajurit,-5.0,1.0
6320,suari,-3.0,1.0
6321,obat bedil,-3.0,2.0
6322,sarau,-5.0,1.0
6323,bayu,-4.0,1.0
6324,mengusir,-4.0,1.0
6325,miliun,-5.0,1.0
6326,berhelat,-4.0,1.0
6327,lisong,-3.0,1.0
6328,selekeh,-5.0,1.0
6329,mengantongi,-5.0,1.0
6330,bertara,-3.0,1.0
6331,runcing,-4.0,1.0
6332,disparitas,-4.0,1.0
6333,perlawanan,-5.0,1.0
6334,gelongsor,-4.0,1.0
6335,tesis,-3.0,1.0
6336,relai,-5.0,1.0
6337,berlik,-4.0,1.0
6338,naik pitam,-4.0,2.0
6339,tulup,-3.0,1.0
6340,pembohong,-4.0,1.0
6341,bertandang,-4.0,1.0
6342,beribadat,-3.0,1.0
6343,vibrasi,-3.0,1.0
6344,menjerkah,-5.0,1.0
6345,fakir,-5.0,1.0
6346,kode,-3.0,1.0
6347,cencala,-5.0,1.0
6348,kerusuhan,-5.0,1.0
6349,genitalia,-3.0,1.0
6350,sigar,-3.0,1.0
6351,pengungkit,-3.0,1.0
6352,fadihat,-5.0,1.0
6353,indehoi,-3.0,1.0
6354,ta,-3.0,1.0
6355,akik,-3.0,1.0
6356,jamah,-5.0,1.0
6357,sewot,-5.0,1.0
6358,bolsak,-4.0,1.0
6359,mendusta,-4.0,1.0
6360,mendustai,-3.0,1.0
6361,urung,-5.0,1.0
6362,kasiku,-4.0,1.0
6363,penyadaran,-3.0,1.0
6364,cirit,-5.0,1.0
6365,menjolok,-3.0,1.0
6366,apkiran,-4.0,1.0
6367,memenuhi,-3.0,1.0
6368,hubungan singkat,-4.0,2.0
6369,adiktif,-4.0,1.0
6370,menyingkap,-4.0,1.0
6371,lubuk,-3.0,1.0
6372,meredup,-3.0,1.0
6373,lelucon,-4.0,1.0
6374,umbul-umbul,-3.0,1.0
6375,pautan,-4.0,1.0
6376,menyangkak hati,-4.0,2.0
6377,kadam,-3.0,1.0
6378,turut,-3.0,1.0
6379,hot,-4.0,1.0
6380,jalan lingkar,-4.0,2.0
6381,penerangan,-3.0,1.0
6382,menguji,-5.0,1.0
6383,coreng moreng,-4.0,2.0
6384,iri hati,-5.0,2.0
6385,setia,-4.0,1.0
6386,kurang darah,-4.0,2.0
6387,makmum,-3.0,1.0
6388,deriji,-4.0,1.0
6389,terburu,-3.0,1.0
6390,sedu,-5.0,1.0
6391,cunam,-3.0,1.0
6392,kekeramatan,-5.0,1.0
6393,bermukah,-4.0,1.0
6394,sampean,-4.0,1.0
6395,jendera,-4.0,1.0
6396,menggelabu,-4.0,1.0
6397,bedol,-4.0,1.0
6398,pemakai bahasa,-3.0,2.0
6399,arca,-3.0,1.0
6400,sistem,-4.0,1.0
6401,buang-buang air,-5.0,2.0
6402,menyiasat,-3.0,1.0
6403,lecet,-4.0,1.0
6404,walang hati,-5.0,2.0
6405,pemburu,-5.0,1.0
6406,dampratan,-5.0,1.0
6407,bersenda gurau,-4.0,2.0
6408,bertala-tala,-3.0,1.0
6409,tegal,-4.0,1.0
6410,pengumpil,-3.0,1.0
6411,bersinggungan,-3.0,1.0
