date,hour,temperature,cuaca,humidity,wind_speed,location
2025-06-11,4,24.6,Clear,43,14.5,Surabaya
2025-06-11,5,34.8,Rain,71,4.9,Surabaya
2025-06-11,6,31.0,Rain,77,14.5,Medan
2025-06-11,7,33.1,Rain,58,7.8,Jakarta
2025-06-11,8,20.6,Clear,49,4.7,Surabaya
2025-06-11,9,33.2,Cloudy,59,1.0,Medan
2025-06-11,10,24.1,Cloudy,50,12.7,Bandung
2025-06-11,11,25.4,Rain,50,1.5,Jakarta
2025-06-11,12,29.5,Clear,51,10.5,Medan
2025-06-11,13,28.9,Clear,89,2.0,Bandung
2025-06-11,14,25.7,Rain,66,11.8,Bandung
2025-06-11,15,25.0,Rain,68,13.5,Surabaya
2025-06-11,16,22.6,Clear,88,8.5,Surabaya
2025-06-11,17,32.5,Clear,47,2.2,Surabaya
2025-06-11,18,24.9,Clear,48,9.7,Jakarta
2025-06-11,19,25.6,Clear,90,4.7,Medan
2025-06-11,20,25.7,Cloudy,77,5.0,Surabaya
2025-06-11,21,34.2,Rain,84,0.2,Yogyakarta
2025-06-11,22,26.9,Cloudy,53,13.6,Surabaya
2025-06-11,23,25.7,Clear,47,9.1,Surabaya
2025-06-12,1,33.6,Rain,61,9.1,Bandung
2025-06-12,2,31.2,Rain,48,10.6,Yogyakarta
2025-06-12,3,25.1,Clear,51,2.8,Bandung
2025-06-12,4,29.0,Cloudy,57,12.3,Surabaya
2025-06-12,5,24.9,Clear,60,10.6,Surabaya
2025-06-12,6,28.0,Rain,43,0.9,Jakarta
2025-06-12,7,30.4,Rain,68,3.2,Jakarta
2025-06-12,8,29.7,Rain,83,12.3,Jakarta
2025-06-12,9,30.4,Clear,86,2.0,Yogyakarta
2025-06-12,10,25.6,Cloudy,57,4.4,Medan
2025-06-12,11,21.6,Rain,74,4.0,Medan
2025-06-12,12,28.5,Cloudy,83,6.1,Bandung
2025-06-12,13,33.6,Cloudy,40,9.0,Bandung
2025-06-12,14,20.1,Rain,89,1.4,Yogyakarta
2025-06-12,15,27.9,Cloudy,80,9.8,Bandung
2025-06-12,16,25.7,Rain,50,4.1,Yogyakarta
2025-06-12,17,26.7,Clear,69,11.4,Yogyakarta
2025-06-12,18,31.3,Clear,73,0.3,Surabaya
2025-06-12,19,31.4,Clear,66,5.1,Bandung
2025-06-12,20,31.1,Clear,47,7.0,Surabaya
2025-06-12,21,23.9,Cloudy,64,9.6,Medan
2025-06-12,22,27.7,Cloudy,54,14.0,Bandung
2025-06-12,23,30.8,Rain,69,9.9,Medan
2025-06-13,1,34.8,Rain,71,4.0,Jakarta
2025-06-13,2,34.9,Clear,66,0.2,Medan
2025-06-13,3,31.3,Rain,64,8.5,Yogyakarta
2025-06-13,4,31.1,Rain,78,7.6,Medan
2025-06-13,5,27.4,Clear,60,14.2,Jakarta
2025-06-13,6,21.7,Cloudy,70,2.0,Yogyakarta
2025-06-13,7,32.5,Clear,72,14.1,Jakarta
2025-06-13,8,24.5,Cloudy,77,7.0,Bandung
2025-06-13,9,22.1,Rain,70,7.5,Medan
2025-06-13,10,31.6,Clear,76,2.2,Bandung
2025-06-13,11,28.1,Clear,77,11.5,Bandung
2025-06-13,12,24.8,Clear,55,3.7,Medan
2025-06-13,13,34.2,Rain,51,2.7,Yogyakarta
2025-06-13,14,27.9,Clear,56,10.0,Jakarta
2025-06-13,15,20.7,Rain,73,9.8,Bandung
2025-06-13,16,30.4,Clear,69,6.4,Jakarta
2025-06-13,17,27.2,Rain,67,9.3,Surabaya
2025-06-13,18,23.1,Clear,88,3.1,Surabaya
2025-06-13,19,27.4,Cloudy,52,1.2,Yogyakarta
2025-06-13,20,28.7,Cloudy,74,2.2,Jakarta
2025-06-13,21,21.9,Rain,87,13.0,Bandung
2025-06-13,22,33.9,Cloudy,82,10.9,Bandung
2025-06-13,23,33.7,Cloudy,45,4.7,Bandung
2025-06-14,1,25.3,Cloudy,60,13.5,Jakarta
2025-06-14,2,31.0,Clear,46,14.7,Bandung
2025-06-14,3,32.4,Clear,44,6.3,Jakarta
2025-06-14,4,25.2,Rain,58,12.9,Bandung
2025-06-14,5,23.8,Clear,74,1.5,Yogyakarta
2025-06-14,6,31.1,Cloudy,67,11.3,Yogyakarta
2025-06-14,7,33.8,Cloudy,57,4.4,Jakarta
2025-06-14,8,34.5,Rain,60,13.4,Medan
2025-06-14,9,29.6,Cloudy,52,9.1,Surabaya
2025-06-14,10,22.5,Cloudy,44,8.2,Jakarta
2025-06-14,11,33.4,Clear,68,14.9,Jakarta
2025-06-14,12,25.3,Rain,89,10.1,Surabaya
2025-06-14,13,29.7,Rain,86,2.4,Bandung
2025-06-14,14,34.6,Rain,64,4.9,Surabaya
2025-06-14,15,21.0,Clear,53,3.2,Yogyakarta
2025-06-14,16,26.3,Clear,58,12.0,Surabaya
2025-06-14,17,32.3,Cloudy,45,2.0,Bandung
2025-06-14,18,23.4,Rain,48,7.0,Jakarta
2025-06-14,19,25.9,Clear,59,14.4,Yogyakarta
2025-06-14,20,30.0,Cloudy,77,2.7,Yogyakarta
2025-06-14,21,31.2,Clear,72,3.0,Medan
2025-06-14,22,30.2,Cloudy,56,6.1,Jakarta
2025-06-14,23,32.6,Clear,45,0.8,Yogyakarta
2025-06-15,1,33.7,Cloudy,74,4.5,Jakarta
2025-06-15,2,28.7,Clear,50,9.6,Jakarta
2025-06-15,3,24.1,Clear,83,12.3,Yogyakarta
2025-06-15,4,33.2,Rain,75,4.7,Bandung
2025-06-15,5,34.4,Rain,54,0.0,Bandung
2025-06-15,6,28.7,Clear,65,6.1,Medan
2025-06-15,7,26.1,Rain,81,5.7,Bandung
2025-06-15,8,23.7,Cloudy,83,9.7,Medan
2025-06-15,9,25.8,Rain,76,10.1,Medan
2025-06-15,10,31.5,Clear,77,4.0,Medan
2025-06-15,11,23.7,Rain,54,0.1,Jakarta
2025-06-15,12,32.9,Clear,81,8.4,Yogyakarta
2025-06-15,13,24.5,Rain,74,7.1,Medan
2025-06-15,14,25.3,Rain,69,11.0,Bandung
2025-06-15,15,32.0,Rain,87,11.7,Medan
2025-06-15,16,21.0,Clear,68,5.3,Jakarta
2025-06-15,17,29.7,Cloudy,59,6.7,Surabaya
2025-06-15,18,32.1,Clear,66,0.6,Medan
2025-06-15,19,32.7,Rain,73,11.1,Jakarta
2025-06-15,20,24.2,Rain,56,7.9,Yogyakarta
2025-06-15,21,21.0,Cloudy,90,10.5,Bandung
2025-06-15,22,32.4,Rain,55,14.2,Jakarta
2025-06-15,23,30.9,Clear,81,13.9,Medan
2025-06-16,1,34.9,Rain,63,6.6,Medan
2025-06-16,2,32.0,Rain,41,13.1,Yogyakarta
2025-06-16,3,29.7,Cloudy,89,5.2,Jakarta
2025-06-16,4,34.3,Rain,46,6.9,Yogyakarta
2025-06-16,5,33.1,Rain,78,14.8,Medan
2025-06-16,6,21.9,Clear,79,4.9,Surabaya
2025-06-16,7,33.2,Rain,83,3.4,Medan
2025-06-16,8,25.3,Cloudy,78,6.6,Jakarta
2025-06-16,9,23.7,Cloudy,80,6.0,Surabaya
2025-06-16,10,27.2,Clear,60,6.9,Bandung
2025-06-16,11,29.1,Rain,84,13.0,Yogyakarta
2025-06-16,12,26.5,Cloudy,88,7.7,Jakarta
2025-06-16,13,23.1,Rain,78,4.0,Surabaya
2025-06-16,14,33.6,Cloudy,62,8.2,Bandung
2025-06-16,15,32.8,Cloudy,40,13.4,Jakarta
2025-06-16,16,32.8,Clear,67,3.0,Surabaya
2025-06-16,17,26.7,Rain,45,14.1,Surabaya
2025-06-16,18,30.2,Cloudy,50,12.2,Yogyakarta
2025-06-16,19,24.3,Clear,76,8.4,Surabaya
2025-06-16,20,32.8,Clear,73,1.9,Yogyakarta
2025-06-16,21,28.4,Rain,87,6.6,Jakarta
2025-06-16,22,33.2,Cloudy,40,1.6,Jakarta
2025-06-16,23,30.5,Clear,70,4.6,Bandung
2025-06-17,1,31.7,Rain,54,14.6,Yogyakarta
2025-06-17,2,24.8,Rain,70,14.5,Bandung
2025-06-17,3,23.8,Cloudy,74,12.3,Jakarta
2025-06-17,4,28.3,Clear,54,3.6,Jakarta
2025-06-17,5,28.6,Cloudy,41,9.7,Medan
2025-06-17,6,21.8,Clear,65,13.1,Yogyakarta
2025-06-17,7,22.7,Rain,49,5.8,Surabaya
2025-06-17,8,26.5,Clear,47,7.4,Medan
2025-06-17,9,33.4,Rain,85,0.0,Bandung
2025-06-17,10,21.3,Cloudy,74,9.8,Medan
2025-06-17,11,33.9,Cloudy,89,2.1,Surabaya
2025-06-17,12,31.2,Cloudy,49,14.2,Yogyakarta
2025-06-17,13,31.4,Clear,70,14.1,Jakarta
2025-06-17,14,27.4,Clear,88,8.5,Jakarta
2025-06-17,15,28.3,Clear,40,6.8,Bandung
2025-06-17,16,25.3,Rain,85,14.9,Jakarta
2025-06-17,17,23.4,Rain,69,10.1,Yogyakarta
2025-06-17,18,22.7,Cloudy,41,7.2,Bandung
2025-06-17,19,24.2,Clear,71,4.3,Yogyakarta
2025-06-17,20,25.8,Rain,53,2.7,Surabaya
2025-06-17,21,28.7,Rain,89,13.0,Surabaya
2025-06-17,22,28.4,Cloudy,90,0.7,Medan
2025-06-17,23,32.0,Cloudy,83,4.3,Surabaya
2025-06-18,1,24.6,Cloudy,65,8.7,Medan
2025-06-18,2,26.5,Rain,69,14.7,Yogyakarta
2025-06-18,3,28.8,Rain,54,1.3,Medan
2025-06-18,4,27.5,Clear,86,14.7,Jakarta
2025-06-18,5,26.5,Rain,72,1.9,Jakarta
2025-06-18,6,33.6,Clear,43,4.4,Surabaya
2025-06-18,7,28.5,Clear,76,2.9,Yogyakarta
2025-06-18,8,34.4,Clear,60,4.4,Medan
2025-06-18,9,34.0,Cloudy,64,11.0,Jakarta
2025-06-18,10,23.7,Rain,50,10.8,Jakarta
2025-06-18,11,20.7,Cloudy,49,8.0,Yogyakarta
2025-06-18,12,26.1,Rain,79,10.8,Jakarta
2025-06-18,13,34.9,Clear,40,14.8,Medan
2025-06-18,14,29.6,Clear,71,15.0,Medan
2025-06-18,15,28.0,Clear,46,11.2,Medan
2025-06-18,16,24.3,Rain,59,11.7,Medan
2025-06-18,17,29.9,Cloudy,48,10.3,Yogyakarta
2025-06-18,18,27.0,Rain,84,5.0,Yogyakarta
2025-06-18,19,21.4,Clear,77,9.3,Bandung
2025-06-18,20,30.2,Rain,84,3.8,Jakarta
2025-06-18,21,27.0,Clear,62,1.2,Medan
2025-06-18,22,22.0,Clear,43,6.5,Yogyakarta
2025-06-18,23,29.4,Rain,68,7.7,Surabaya
2025-06-19,1,32.0,Cloudy,69,11.2,Medan
2025-06-19,2,21.0,Cloudy,75,7.4,Jakarta
2025-06-19,3,23.1,Clear,90,5.5,Bandung
2025-06-19,4,28.6,Cloudy,41,6.3,Medan
2025-06-19,5,25.6,Cloudy,63,14.6,Bandung
2025-06-19,6,29.0,Cloudy,65,0.0,Yogyakarta
2025-06-19,7,30.6,Rain,60,12.7,Bandung
2025-06-19,8,31.9,Clear,52,7.8,Yogyakarta
2025-06-19,9,22.7,Clear,51,9.4,Medan
2025-06-19,10,27.4,Rain,76,2.4,Bandung
2025-06-19,11,25.5,Clear,63,0.4,Surabaya
2025-06-19,12,23.3,Cloudy,61,3.1,Bandung
2025-06-19,13,23.5,Rain,87,1.2,Surabaya
2025-06-19,14,29.5,Clear,65,12.9,Jakarta
2025-06-19,15,32.3,Cloudy,57,11.2,Yogyakarta
2025-06-19,16,32.4,Rain,71,9.5,Jakarta
2025-06-19,17,34.3,Cloudy,75,7.1,Yogyakarta
2025-06-19,18,23.6,Cloudy,65,6.4,Surabaya
2025-06-19,19,22.5,Clear,80,13.5,Medan
2025-06-19,20,23.1,Clear,71,11.7,Jakarta
2025-06-19,21,31.1,Clear,72,1.4,Jakarta
2025-06-19,22,27.4,Cloudy,51,5.4,Medan
2025-06-19,23,30.2,Cloudy,90,3.5,Yogyakarta
2025-06-20,1,26.0,Cloudy,71,8.4,Bandung
2025-06-20,2,22.7,Rain,49,4.7,Jakarta
2025-06-20,3,28.9,Rain,64,0.2,Bandung
2025-06-20,4,34.0,Rain,80,9.2,Jakarta
2025-06-20,5,34.3,Cloudy,88,13.1,Jakarta
2025-06-20,6,33.7,Rain,80,15.0,Yogyakarta
2025-06-20,7,32.0,Clear,64,8.9,Medan
2025-06-20,8,31.0,Cloudy,42,7.5,Bandung
2025-06-20,9,33.1,Cloudy,51,4.9,Yogyakarta
2025-06-20,10,30.4,Rain,88,7.2,Yogyakarta
2025-06-20,11,28.3,Rain,85,10.8,Jakarta
2025-06-20,12,27.2,Rain,43,2.0,Jakarta
2025-06-20,13,26.2,Rain,50,9.0,Medan
2025-06-20,14,21.6,Cloudy,59,10.0,Jakarta
2025-06-20,15,27.1,Cloudy,76,1.8,Surabaya
2025-06-20,16,23.1,Rain,81,9.8,Bandung
2025-06-20,17,21.8,Cloudy,73,6.4,Medan
2025-06-20,18,28.4,Cloudy,81,1.1,Yogyakarta
2025-06-20,19,33.4,Cloudy,86,12.1,Yogyakarta
2025-06-20,20,23.2,Rain,45,8.0,Bandung
2025-06-20,21,24.8,Cloudy,47,12.0,Yogyakarta
2025-06-20,22,27.4,Clear,68,14.8,Surabaya
2025-06-20,23,26.5,Cloudy,74,7.1,Bandung
2025-06-21,1,20.6,Clear,88,9.9,Bandung
2025-06-21,2,30.4,Clear,45,9.2,Surabaya
2025-06-21,3,21.2,Clear,83,7.1,Medan
2025-06-21,4,28.8,Clear,68,11.3,Bandung
2025-06-21,5,22.6,Clear,76,7.1,Surabaya
2025-06-21,6,29.5,Clear,66,9.7,Medan
2025-06-21,7,29.8,Clear,41,7.1,Yogyakarta
2025-06-21,8,30.9,Rain,44,14.4,Medan
2025-06-21,9,20.8,Clear,42,12.9,Medan
2025-06-21,10,34.5,Cloudy,48,13.4,Bandung
2025-06-21,11,33.9,Cloudy,72,5.1,Surabaya
2025-06-21,12,22.0,Clear,86,14.7,Bandung
2025-06-21,13,29.2,Rain,60,11.9,Surabaya
2025-06-21,14,30.5,Cloudy,53,14.4,Bandung
2025-06-21,15,30.4,Rain,80,14.0,Surabaya
2025-06-21,16,23.9,Rain,44,9.9,Bandung
2025-06-21,17,30.9,Clear,53,5.2,Jakarta
2025-06-21,18,23.9,Cloudy,85,1.0,Surabaya
2025-06-21,19,24.7,Cloudy,82,7.1,Medan
2025-06-21,20,31.9,Cloudy,58,12.5,Bandung
2025-06-21,21,27.6,Cloudy,85,10.9,Yogyakarta
2025-06-21,22,26.6,Cloudy,85,8.8,Surabaya
2025-06-21,23,33.0,Rain,84,9.6,Medan
2025-06-22,1,20.5,Rain,90,11.8,Medan
2025-06-22,2,32.4,Clear,49,11.7,Medan
2025-06-22,3,34.5,Clear,72,9.0,Yogyakarta
2025-06-22,4,34.3,Cloudy,81,13.6,Yogyakarta
2025-06-22,5,22.9,Cloudy,71,7.0,Surabaya
2025-06-22,6,26.8,Clear,90,11.5,Jakarta
2025-06-22,7,27.9,Rain,46,12.3,Yogyakarta
2025-06-22,8,26.5,Rain,59,0.8,Bandung
2025-06-22,9,33.7,Rain,79,6.9,Surabaya
2025-06-22,10,29.2,Rain,53,2.2,Medan
2025-06-22,11,24.2,Clear,56,14.8,Medan
2025-06-22,12,26.2,Clear,46,5.3,Surabaya
2025-06-22,13,33.1,Rain,50,13.9,Bandung
2025-06-22,14,20.2,Clear,86,12.5,Surabaya
2025-06-22,15,30.2,Cloudy,52,1.6,Medan
2025-06-22,16,20.5,Rain,49,8.2,Surabaya
2025-06-22,17,23.7,Rain,53,1.3,Bandung
2025-06-22,18,24.2,Cloudy,44,9.5,Surabaya
2025-06-22,19,20.3,Cloudy,55,0.5,Bandung
2025-06-22,20,22.4,Cloudy,75,9.1,Bandung
2025-06-22,21,25.1,Clear,85,8.4,Surabaya
2025-06-22,22,26.0,Rain,59,6.4,Surabaya
2025-06-22,23,22.3,Rain,67,4.4,Yogyakarta
2025-06-23,1,30.2,Clear,41,3.4,Bandung
2025-06-23,2,20.2,Rain,52,14.0,Jakarta
2025-06-23,3,28.4,Cloudy,53,4.7,Jakarta
2025-06-23,4,25.9,Cloudy,53,2.0,Bandung
2025-06-23,5,24.6,Cloudy,52,6.8,Medan
2025-06-23,6,30.4,Rain,57,10.2,Medan
2025-06-23,7,23.2,Rain,90,13.2,Medan
2025-06-23,8,22.4,Cloudy,50,0.4,Bandung
2025-06-23,9,28.6,Clear,77,11.6,Jakarta
2025-06-23,10,24.5,Cloudy,85,4.6,Yogyakarta
2025-06-23,11,29.3,Cloudy,53,5.6,Jakarta
2025-06-23,12,23.0,Clear,76,0.2,Yogyakarta
2025-06-23,13,34.9,Rain,43,4.7,Surabaya
2025-06-23,14,24.5,Rain,43,3.3,Surabaya
2025-06-23,15,32.7,Cloudy,54,14.9,Medan
2025-06-23,16,30.4,Cloudy,48,4.0,Surabaya
2025-06-23,17,32.6,Clear,45,13.2,Bandung
2025-06-23,18,25.3,Clear,71,3.6,Surabaya
2025-06-23,19,24.9,Rain,49,9.5,Surabaya
2025-06-23,20,25.9,Cloudy,77,6.3,Yogyakarta
2025-06-23,21,29.5,Cloudy,77,14.8,Surabaya
2025-06-23,22,22.6,Clear,55,2.1,Bandung
2025-06-23,23,26.9,Rain,66,4.8,Medan
2025-06-24,1,29.6,Clear,64,2.4,Medan
2025-06-24,2,28.8,Rain,88,2.4,Medan
2025-06-24,3,24.8,Cloudy,40,2.3,Yogyakarta
2025-06-24,4,23.4,Rain,66,5.2,Bandung
2025-06-24,5,22.6,Rain,81,11.6,Bandung
2025-06-24,6,27.2,Clear,64,14.7,Medan
2025-06-24,7,26.8,Rain,66,2.8,Medan
2025-06-24,8,21.8,Clear,46,2.9,Bandung
2025-06-24,9,26.7,Cloudy,72,11.3,Bandung
2025-06-24,10,32.4,Rain,57,5.6,Jakarta
2025-06-24,11,34.3,Rain,61,5.9,Medan
2025-06-24,12,30.3,Clear,83,1.0,Bandung
2025-06-24,13,25.4,Rain,46,8.3,Yogyakarta
2025-06-24,14,27.2,Clear,81,1.3,Yogyakarta
2025-06-24,15,24.8,Clear,79,4.6,Yogyakarta
2025-06-24,16,31.8,Clear,41,6.4,Medan
2025-06-24,17,23.9,Clear,66,7.6,Yogyakarta
2025-06-24,18,31.7,Cloudy,58,9.0,Medan
2025-06-24,19,27.3,Clear,59,11.2,Surabaya
2025-06-24,20,28.8,Rain,83,6.8,Jakarta
2025-06-24,21,20.1,Cloudy,45,7.3,Jakarta
2025-06-24,22,23.7,Cloudy,45,1.6,Surabaya
2025-06-24,23,27.7,Clear,57,6.3,Bandung
2025-06-25,1,20.7,Cloudy,43,1.0,Bandung
2025-06-25,2,31.5,Rain,51,3.2,Surabaya
2025-06-25,3,23.7,Clear,79,9.5,Medan
2025-06-25,4,21.3,Rain,70,8.8,Surabaya
2025-06-25,5,22.8,Rain,45,0.4,Bandung
2025-06-25,6,30.1,Cloudy,57,4.0,Bandung
2025-06-25,7,21.8,Cloudy,78,7.8,Yogyakarta
2025-06-25,8,23.2,Clear,86,8.4,Surabaya
2025-06-25,9,32.1,Clear,52,13.7,Bandung
2025-06-25,10,27.3,Clear,85,7.2,Jakarta
2025-06-25,11,22.8,Rain,90,10.2,Yogyakarta
2025-06-25,12,31.6,Cloudy,58,13.3,Medan
2025-06-25,13,22.1,Cloudy,44,14.5,Surabaya
2025-06-25,14,20.7,Clear,68,9.8,Surabaya
2025-06-25,15,21.9,Rain,43,0.4,Surabaya
2025-06-25,16,25.3,Cloudy,60,7.9,Jakarta
2025-06-25,17,23.7,Cloudy,72,12.6,Jakarta
2025-06-25,18,28.2,Rain,42,4.6,Surabaya
2025-06-25,19,26.6,Cloudy,72,4.6,Medan
2025-06-25,20,23.8,Cloudy,46,1.2,Bandung
2025-06-25,21,30.8,Rain,63,14.1,Surabaya
2025-06-25,22,23.9,Clear,43,4.0,Medan
2025-06-25,23,32.5,Cloudy,73,2.9,Medan
2025-06-26,1,34.7,Cloudy,65,13.9,Jakarta
2025-06-26,2,32.0,Rain,84,13.9,Surabaya
2025-06-26,3,30.3,Rain,74,6.1,Medan
2025-06-26,4,29.7,Cloudy,88,1.5,Medan
2025-06-26,5,21.4,Cloudy,63,8.2,Jakarta
2025-06-26,6,24.2,Clear,61,1.9,Yogyakarta
2025-06-26,7,25.9,Clear,46,3.4,Jakarta
2025-06-26,8,20.6,Cloudy,66,5.4,Jakarta
2025-06-26,9,24.6,Cloudy,53,10.1,Surabaya
2025-06-26,10,29.5,Clear,75,4.8,Surabaya
2025-06-26,11,28.9,Clear,50,8.8,Yogyakarta
2025-06-26,12,33.0,Clear,73,3.6,Surabaya
2025-06-26,13,23.7,Rain,43,7.4,Jakarta
2025-06-26,14,30.1,Cloudy,47,14.6,Jakarta
2025-06-26,15,24.7,Rain,58,6.8,Jakarta
2025-06-26,16,20.6,Rain,77,3.0,Yogyakarta
2025-06-26,17,21.9,Cloudy,45,3.9,Yogyakarta
2025-06-26,18,23.7,Cloudy,41,5.9,Medan
2025-06-26,19,20.0,Clear,62,5.2,Jakarta
2025-06-26,20,21.8,Rain,50,5.4,Surabaya
2025-06-26,21,29.5,Clear,60,13.2,Medan
2025-06-26,22,23.4,Cloudy,68,12.3,Surabaya
2025-06-26,23,25.1,Cloudy,65,9.6,Medan
2025-06-27,1,30.0,Cloudy,72,5.7,Medan
2025-06-27,2,28.3,Rain,53,8.2,Jakarta
2025-06-27,3,26.1,Cloudy,40,5.9,Bandung
2025-06-27,4,25.6,Rain,87,0.2,Medan
2025-06-27,5,20.9,Rain,69,2.4,Jakarta
2025-06-27,6,32.9,Rain,49,13.8,Yogyakarta
2025-06-27,7,20.4,Rain,69,10.2,Jakarta
2025-06-27,8,21.1,Cloudy,43,2.3,Yogyakarta
2025-06-27,9,28.1,Rain,50,5.7,Medan
2025-06-27,10,23.0,Cloudy,50,11.2,Surabaya
2025-06-27,11,33.8,Rain,50,13.1,Medan
2025-06-27,12,20.1,Rain,79,5.7,Yogyakarta
2025-06-27,13,27.8,Rain,59,3.8,Medan
2025-06-27,14,28.3,Rain,74,5.4,Jakarta
2025-06-27,15,22.8,Cloudy,80,10.8,Bandung
2025-06-27,16,34.4,Cloudy,75,7.4,Bandung
2025-06-27,17,29.6,Cloudy,66,3.0,Yogyakarta
2025-06-27,18,29.5,Rain,74,10.1,Jakarta
2025-06-27,19,22.6,Rain,60,11.7,Medan
2025-06-27,20,34.1,Rain,81,5.7,Yogyakarta
2025-06-27,21,29.2,Cloudy,73,2.7,Yogyakarta
2025-06-27,22,25.1,Rain,80,13.1,Yogyakarta
2025-06-27,23,25.5,Clear,50,6.3,Medan
2025-06-28,1,29.9,Rain,90,12.7,Medan
2025-06-28,2,34.7,Clear,54,2.9,Bandung
2025-06-28,3,25.7,Cloudy,73,7.5,Surabaya
2025-06-28,4,30.7,Cloudy,81,0.8,Yogyakarta
2025-06-28,5,24.7,Cloudy,68,4.3,Bandung
2025-06-28,6,23.2,Cloudy,42,12.2,Medan
2025-06-28,7,34.4,Clear,78,3.9,Yogyakarta
2025-06-28,8,22.3,Rain,81,8.0,Medan
2025-06-28,9,28.6,Rain,80,10.9,Yogyakarta
2025-06-28,10,23.0,Clear,51,7.5,Jakarta
2025-06-28,11,34.6,Clear,89,13.8,Medan
2025-06-28,12,22.4,Clear,85,6.1,Yogyakarta
2025-06-28,13,23.3,Cloudy,82,13.2,Yogyakarta
2025-06-28,14,23.5,Rain,76,8.8,Jakarta
2025-06-28,15,24.2,Clear,71,7.3,Yogyakarta
2025-06-28,16,24.9,Rain,75,7.6,Jakarta
2025-06-28,17,30.5,Rain,64,2.3,Yogyakarta
2025-06-28,18,29.4,Rain,87,10.8,Medan
2025-06-28,19,22.8,Rain,67,10.2,Medan
2025-06-28,20,23.0,Rain,60,7.6,Bandung
2025-06-28,21,25.1,Cloudy,74,14.9,Jakarta
2025-06-28,22,22.8,Clear,52,11.9,Yogyakarta
2025-06-28,23,33.6,Clear,64,9.0,Surabaya
2025-06-29,1,24.9,Rain,49,12.0,Yogyakarta
2025-06-29,2,33.3,Rain,75,14.2,Jakarta
2025-06-29,3,26.6,Clear,68,12.2,Jakarta
2025-06-29,4,34.0,Clear,88,2.7,Yogyakarta
2025-06-29,5,32.4,Clear,84,6.9,Medan
2025-06-29,6,23.6,Cloudy,79,4.7,Surabaya
2025-06-29,7,30.4,Rain,74,13.0,Jakarta
2025-06-29,8,29.0,Cloudy,67,8.5,Medan
2025-06-29,9,33.7,Rain,41,10.6,Yogyakarta
2025-06-29,10,24.5,Rain,72,12.6,Jakarta
2025-06-29,11,20.2,Cloudy,52,4.1,Yogyakarta
2025-06-29,12,22.4,Rain,59,0.3,Bandung
2025-06-29,13,20.9,Cloudy,60,13.1,Jakarta
2025-06-29,14,33.3,Clear,47,2.3,Bandung
2025-06-29,15,23.4,Clear,51,8.0,Yogyakarta
2025-06-29,16,27.5,Cloudy,54,9.0,Bandung
2025-06-29,17,26.4,Rain,74,12.5,Yogyakarta
2025-06-29,18,30.2,Clear,87,6.3,Yogyakarta
2025-06-29,19,20.2,Rain,63,14.1,Bandung
2025-06-29,20,27.0,Cloudy,50,7.0,Surabaya
2025-06-29,21,21.2,Clear,76,10.3,Yogyakarta
2025-06-29,22,29.9,Clear,56,6.5,Bandung
2025-06-29,23,22.8,Rain,58,4.5,Bandung
2025-06-30,1,32.5,Cloudy,50,1.6,Yogyakarta
2025-06-30,2,31.9,Rain,47,3.8,Jakarta
2025-06-30,3,24.5,Cloudy,43,6.7,Bandung
2025-06-30,4,28.2,Rain,73,12.4,Yogyakarta
2025-06-30,5,26.2,Cloudy,72,9.2,Jakarta
2025-06-30,6,26.2,Rain,41,7.4,Medan
2025-06-30,7,22.2,Clear,43,13.0,Surabaya
2025-06-30,8,31.2,Clear,87,10.7,Yogyakarta
2025-06-30,9,30.4,Cloudy,44,12.0,Medan
2025-06-30,10,26.1,Cloudy,48,3.7,Medan
2025-06-30,11,31.8,Rain,68,7.0,Bandung
2025-06-30,12,30.2,Rain,69,1.2,Jakarta
2025-06-30,13,23.6,Clear,71,4.7,Yogyakarta
2025-06-30,14,25.8,Clear,80,13.9,Bandung
2025-06-30,15,20.5,Rain,44,12.7,Yogyakarta
2025-06-30,16,29.9,Cloudy,51,10.5,Yogyakarta
2025-06-30,17,24.0,Rain,49,3.8,Medan
2025-06-30,18,21.7,Rain,86,6.2,Surabaya
2025-06-30,19,20.8,Clear,61,1.5,Bandung
2025-06-30,20,21.3,Clear,70,14.2,Surabaya
2025-06-30,21,33.8,Clear,73,9.5,Bandung
2025-06-30,22,21.1,Cloudy,86,12.1,Medan
2025-06-30,23,26.5,Clear,44,7.1,Yogyakarta
2025-07-01,1,21.9,Clear,72,5.6,Yogyakarta
2025-07-01,2,33.1,Clear,90,14.4,Medan
2025-07-01,3,22.9,Clear,67,10.5,Surabaya
2025-07-01,4,30.3,Cloudy,79,7.3,Yogyakarta
2025-07-01,5,23.1,Rain,72,1.7,Medan
2025-07-01,6,25.0,Clear,70,1.5,Jakarta
2025-07-01,7,26.5,Cloudy,75,10.2,Yogyakarta
2025-07-01,8,29.8,Clear,43,14.7,Yogyakarta
2025-07-01,9,29.9,Rain,80,12.5,Yogyakarta
2025-07-01,10,32.5,Cloudy,54,12.7,Surabaya
2025-07-01,11,31.6,Clear,78,9.4,Medan
2025-07-01,12,29.6,Rain,89,12.9,Bandung
2025-07-01,13,26.2,Cloudy,77,8.9,Jakarta
2025-07-01,14,31.3,Cloudy,44,13.7,Yogyakarta
2025-07-01,15,20.9,Rain,85,8.3,Medan
2025-07-01,16,34.3,Rain,43,2.1,Yogyakarta
2025-07-01,17,28.9,Rain,81,7.5,Surabaya
